id,name,kind,unit,location,subgraph_id
11667,FLONICAMID,elementary,,,1
11668,Sulfentrazone,elementary,,,1
11669,POLYOXIN D ZINC SALT,elementary,,,1
11670,"TRIS (2,3-DIBROMOPROPYL) PHOSPHATE",elementary,,,1
11671,Prosulfuron,elementary,,,1
11672,2-nitropropane,elementary,,,1
11673,Bensulfuron methyl ester,elementary,,,1
11674,SULFOSATE,elementary,,,1
11675,POTASSIUM SALTS,elementary,,,1
11676,Picloram,elementary,,,1
11677,Cresol,elementary,,,1
11678,BISPYRIBAC-SODIUM,elementary,,,1
11679,S-ABSCISIC ACID,elementary,,,1
11680,DIETHANOLAMINE,elementary,,,1
11681,Natural gas liquids,elementary,,,1
11682,Mepiquat chloride,elementary,,,1
11683,Paraquat,elementary,,,1
11684,"1,2-BUTYLENE OXIDE",elementary,,,1
11685,Bromacil,elementary,,,1
11686,PROPOXYCARBAZONE-SOD,elementary,,,1
11687,Trichlorfon,elementary,,,1
11688,"PYRIDINE-2,6-DICARBOXYLIC ACID",elementary,,,1
11689,"Methane, dichloro-, HCC-30",elementary,,,1
11690,"Water, saline",elementary,,,1
11691,"1,2,3-TRICHLOROPROPANE",elementary,,,1
11692,Zirconium,elementary,,,1
11693,SAFLUFENACIL,elementary,,,1
11694,trichloroethylene,elementary,,,1
11695,"IMAZETHAPYR, AMMON.",elementary,,,1
11696,"1,2,4-trimethylbenzene",elementary,,,1
11697,"Phenol, 2,4-dichloro",elementary,,,1
11698,"2,4,6-trichlorophenol",elementary,,,1
11699,antimony,elementary,,,1
11700,MOLYBDENUM(VI),elementary,,,1
11701,Cumene hydroperoxide,elementary,,,1
11702,"IMAZAQUIN, MON. SALT",elementary,,,1
11703,Dinoseb,elementary,,,1
11704,Acrylic acid,elementary,,,1
11705,"Occupation, agriculture + forest",elementary,,,1
11706,QUIZALOFOP-P-ETHYL,elementary,,,1
11707,ethylbenzene,elementary,,,1
11708,oryzalin,elementary,,,1
11709,Tebupirimphos,elementary,,,1
11710,DIFLUFENZOPYR-SODIUM,elementary,,,1
11711,Flutolanil,elementary,,,1
11712,Benzoyl chloride,elementary,,,1
11713,COPPER CHLORIDE HYD.,elementary,,,1
11714,PYRAFLUFEN-ETHYL,elementary,,,1
11715,COPPER OXIDE,elementary,,,1
11716,Methyl methacrylate,elementary,,,1
11717,Metiram,elementary,,,1
11718,METALDEHYDE (TETRAMER),elementary,,,1
11719,Cumene,elementary,,,1
11720,"Ethene, trichloro-",elementary,,,1
11721,Kresoxim-methyl,elementary,,,1
11722,SODIUM CHLORATE,elementary,,,1
11723,Methyl methacrylate,elementary,,,1
11724,biphenyl,elementary,,,1
11725,biphenyl,elementary,,,1
11726,Carbon dioxide,elementary,,,1
11727,carbon monoxide,elementary,,,1
11728,ethylene glycol,elementary,,,1
11729,Parathion-methyl,elementary,,,1
11730,Parathion-methyl,elementary,,,1
11731,"Phenol, 2,4-dimethyl-",elementary,,,1
11732,Dimethyl sulfate,elementary,,,1
11733,"VOC, volatile organic compounds",elementary,,,1
11734,SULFOSATE,elementary,,,1
11735,CYHALOFOP-BUTYL,elementary,,,1
11736,METHYL ANTHRANILATE,elementary,,,1
11737,PRIMISULFURON-METHYL,elementary,,,1
11738,p-Cresidine,elementary,,,1
11739,"Ethane, 1,1,2-trichloro-",elementary,,,1
11740,MALEIC ANHYDRIDE,elementary,,,1
11741,"1,2-dinitrobenzene",elementary,,,1
11742,NICOTINE,elementary,,,1
11743,CROTONIC ACID,elementary,,,1
11744,"2,4,5-T TRIETHYLAMMONIUM SALT",elementary,,,1
11745,Parathion-methyl,elementary,,,1
11746,isobutyraldehyde,elementary,,,1
11747,FENOXAPROP-P-ETHYL,elementary,,,1
11748,Fenbuconazole,elementary,,,1
11749,CLODINAFOP-PROPARGIL,elementary,,,1
11750,SPIROTETRAMAT,elementary,,,1
11751,Propiconazole,elementary,,,1
11752,"Methane, trichlorofluoro-, CFC-11",elementary,,,1
11753,MESOTRIONE,elementary,,,1
11754,DICAMBA SODIUM SALT,elementary,,,1
11755,barium,elementary,,,1
11756,Copper (+II),elementary,,,1
11757,Aldicarb,elementary,,,1
11758,Clethodim,elementary,,,1
11759,5-FLUOROURACIL,elementary,,,1
11760,"1,2-dibromo-3-chloropropane",elementary,,,1
11761,4-aminobiphenyl,elementary,,,1
11762,NITRATE,elementary,,,1
11763,"Water, fresh",elementary,,,1
11764,FORMETANATE HYDROCHLORIDE,elementary,,,1
11765,"Benzene, chloro-",elementary,,,1
11766,N-(3-CHLORALLYL) HEXAMINIUM CHLORIDE,elementary,,,1
11767,"Ethene, tetrachloro-",elementary,,,1
11768,Flumiclorac-pentyl,elementary,,,1
11769,ethylene glycol,elementary,,,1
11770,Esfenvalerate,elementary,,,1
11771,"MCPA, 2-ETHYLHEXYL",elementary,,,1
11772,Captan,elementary,,,1
11773,METHOXYFENOZIDE,elementary,,,1
11774,FENOXAPROP-P-ETHYL,elementary,,,1
11775,WARFARIN,elementary,,,1
11776,TRIFLOXYSULFURON-SOD,elementary,,,1
11777,2-PHENYLPHENOL,elementary,,,1
11778,Metaldehyde (tetramer),elementary,,,1
11779,HALOSULFURON,elementary,,,1
11780,Tebupirimphos,elementary,,,1
11781,CALCIUM POLYSULFIDE,elementary,,,1
11782,Imazethapyr,elementary,,,1
11783,Chromium VI,elementary,,,1
11784,"1,3-dichlorobenzene",elementary,,,1
11785,Thiophanat-methyl,elementary,,,1
11786,NITROMETHANE,elementary,,,1
11787,Clomazone,elementary,,,1
11788,Sulfosulfuron,elementary,,,1
11789,"2,4-DB",elementary,,,1
11790,toluene,elementary,,,1
11791,Pentachloroethane,elementary,,,1
11792,Pronamide,elementary,,,1
11793,Propanil,elementary,,,1
11794,Flumetsulam,elementary,,,1
11795,2-chlorophenol,elementary,,,1
11796,ALLYL ALCOHOL,elementary,,,1
11797,DIMETHYL TETRACHLOROTEREPHTHALATE,elementary,,,1
11798,METHACRYLONITRILE,elementary,,,1
11799,Chlordane,elementary,,,1
11800,PHOSPHORUS,elementary,,,1
11801,"Ethane, 1,1-dichloro-1-fluoro-, HCFC-141b",elementary,,,1
11802,Propamocarb HCl,elementary,,,1
11803,Fosetyl Al,elementary,,,1
11804,ETHYLENETHIOUREA,elementary,,,1
11805,STIROFOS,elementary,,,1
11806,Bis-(chloromethyl)ether,elementary,,,1
11807,Starane,elementary,,,1
11808,Triethylene glycol,elementary,,,1
11809,Hexane,elementary,,,1
11810,Lambda-cyhalothrin,elementary,,,1
11811,Pymetrozine,elementary,,,1
11812,Methyl acrylate,elementary,,,1
11813,ALUMINUM OXIDE,elementary,,,1
11814,pyrene,elementary,,,1
11815,DIFLUFENZOPYR-SODIUM,elementary,,,1
11816,"hexachloro-1,3-butadiene",elementary,,,1
11817,"methane, tetrachloro-, R-10",elementary,,,1
11818,Lambda-cyhalothrin,elementary,,,1
11819,Azadirachtin,elementary,,,1
11820,NOVALURON,elementary,,,1
11821,TRIFLUMIZOLE,elementary,,,1
11822,ammonia,elementary,,,1
11823,nitric acid,elementary,,,1
11824,FENPYROXIMATE,elementary,,,1
11825,"NAA, SODIUM",elementary,,,1
11826,PROHEXADIONE CALCIUM,elementary,,,1
11827,Cymoxanil,elementary,,,1
11828,Rimsulfuron,elementary,,,1
11829,"Methane, tetrachloro-, R-10",elementary,,,1
11830,METHOXYFENOZIDE,elementary,,,1
11831,IRON PENTACARBONYL,elementary,,,1
11832,"benzene, ethyl-",elementary,,,1
11833,Cadmium,elementary,,,1
11834,Imidacloprid,elementary,,,1
11835,arsenic,elementary,,,1
11836,"ethane, 1,2-dibromo-",elementary,,,1
11837,Pyrimethanil,elementary,,,1
11838,SPINETORAM-J,elementary,,,1
11839,Phosphorus,elementary,,,1
11840,Propachlor,elementary,,,1
11841,Carbaryl,elementary,,,1
11842,"2,4,5-T TRIETHYLAMMONIUM SALT",elementary,,,1
11843,PENOXSULAM,elementary,,,1
11844,CRYOLITE,elementary,,,1
11845,Flufenacet,elementary,,,1
11846,"hexachloro-1,3-butadiene",elementary,,,1
11847,"methane, bromo-, halon 1001",elementary,,,1
11848,CROTONIC ACID,elementary,,,1
11849,Decabromodiphenyl oxide,elementary,,,1
11850,BISPYRIBAC-SODIUM,elementary,,,1
11851,Chloropicrin,elementary,,,1
11852,TRIFLOXYSTROBIN,elementary,,,1
11853,1-Methyl-2-pyrrolidinone,elementary,,,1
11854,beryllium,elementary,,,1
11855,FLUXAPYROXAD,elementary,,,1
11856,OXYTETRACYCLINE HYDROCHLORIDE,elementary,,,1
11857,Thiram,elementary,,,1
11858,Flufenacet,elementary,,,1
11859,Methamidophos,elementary,,,1
11860,PSEUDO. FLUORES A506,elementary,,,1
11861,ALUMINUM PHOSPHIDE,elementary,,,1
11862,"Diglycidyl resorcinol ether, technical grade",elementary,,,1
11863,Ethylene oxide,elementary,,,1
11864,lead,elementary,,,1
11865,2-ethoxyethyl acetate,elementary,,,1
11866,BENEFIN,elementary,,,1
11867,"2,4-D, BUTOXYETHYL ESTER",elementary,,,1
11868,Thiodicarb,elementary,,,1
11869,CRYOLITE,elementary,,,1
11870,dibenzofuran,elementary,,,1
11871,INDAZIFLAM,elementary,,,1
11872,BETA-PROPIOLACTONE,elementary,,,1
11873,ETOXAZOLE,elementary,,,1
11874,"METHYLCARBAMODITHIOIC ACID, MONOPOTASSIUM SALT",elementary,,,1
11875,"2-Chloro-1,1,1-trifluoroethane",elementary,,,1
11876,SPINOSAD,elementary,,,1
11877,Ametryn,elementary,,,1
11878,THIACLOPRID,elementary,,,1
11879,Simazine,elementary,,,1
11880,"2,4-D",elementary,,,1
11881,Dichlobenil,elementary,,,1
11882,"S,S,S-tributyl phosphorotrithioate",elementary,,,1
11883,HYDROGEN PEROXIDE,elementary,,,1
11884,SPIROTETRAMAT,elementary,,,1
11885,"1,2,4-trichlorobenzene",elementary,,,1
11886,(4-CHLORO-2-METHYLPHENOXY)ACETIC ACID COMPD. WITH N-METHYLMETHANAMINE (1:1),elementary,,,1
11887,Tebupirimphos,elementary,,,1
11888,mercury,elementary,,,1
11889,"Clay, bentonite",elementary,,,1
11890,Fipronil,elementary,,,1
11891,"2,2-BIS(4-HYDROXY-3,5-DIBROMOPHENYL)PROPANE",elementary,,,1
11892,Acephate,elementary,,,1
11893,Propene,elementary,,,1
11894,Thiodicarb,elementary,,,1
11895,BROMOXYNIL HEPTANOATE,elementary,,,1
11896,Triethyl amine,elementary,,,1
11897,Captan,elementary,,,1
11898,PYRETHRIN I,elementary,,,1
11899,"Phenol, pentachloro-",elementary,,,1
11900,dicyclopentadiene,elementary,,,1
11901,CYHALOFOP-BUTYL,elementary,,,1
11902,STREPTOMYCIN SULFATE,elementary,,,1
11903,2-METHYLPYRIDINE,elementary,,,1
11904,5-FLUOROURACIL,elementary,,,1
11905,STYRENE OXIDE,elementary,,,1
11906,PINOXADEN,elementary,,,1
11907,Dimethoate,elementary,,,1
11908,FENHEXAMID,elementary,,,1
11909,"Occupation, industrial area",elementary,,,1
11910,FENOXAPROP-P-ETHYL,elementary,,,1
11911,Formic acid,elementary,,,1
11912,Cyromazine,elementary,,,1
11913,OXYTETRACYCLINE CALC,elementary,,,1
11914,Diatomite,elementary,,,1
11915,phosgene,elementary,,,1
11916,sodium azide,elementary,,,1
11917,"NAA, AMMONIUM SALT",elementary,,,1
11918,Flutolanil,elementary,,,1
11919,Cyfluthrin,elementary,,,1
11920,"Occupation, pasture and meadow, intensive",elementary,,,1
11921,hexazinone,elementary,,,1
11922,THIENCARBAZONE-METHY,elementary,,,1
11923,Benzyl chloride,elementary,,,1
11924,Bifenthrin,elementary,,,1
11925,M-DINITROBENZENE,elementary,,,1
11926,DODECANOL,elementary,,,1
11927,Imazethapyr,elementary,,,1
11928,Ethofumesate,elementary,,,1
11929,Sulfuric acid,elementary,,,1
11930,Propanil,elementary,,,1
11931,"Methane, tetrachloro-, R-10",elementary,,,1
11932,MOLYBDENUM(VI),elementary,,,1
11933,Cyclanilide,elementary,,,1
11934,FLONICAMID,elementary,,,1
11935,DINOTEFURAN,elementary,,,1
11936,avermectin B1,elementary,,,1
11937,Sethoxydim,elementary,,,1
11938,GIBBERELLIC ACID,elementary,,,1
11939,Acrylic acid,elementary,,,1
11940,"ethene, tetrachloro-",elementary,,,1
11941,COPPER SULFATE,elementary,,,1
11942,Prometryn,elementary,,,1
11943,ETHENE,elementary,,,1
11944,"Methane, dichloro-, HCC-30",elementary,,,1
11945,"1,2-DICHLOROBENZENE",elementary,,,1
11946,COPPER RESINATE,elementary,,,1
11947,manganese,elementary,,,1
11948,"2,4-D, 2-ETHYLHEXYL ESTER",elementary,,,1
11949,styrene,elementary,,,1
11950,bis(2-chloroethoxy)methane,elementary,,,1
11951,"MCPA, ISOOCTYL ESTER",elementary,,,1
11952,IMAZOSULFURON,elementary,,,1
11953,OXIRANEMETHANOL,elementary,,,1
11954,"1,1-DIMETHYL HYDRAZINE",elementary,,,1
11955,POTASSIUM BROMATE,elementary,,,1
11956,METHYL ANTHRANILATE,elementary,,,1
11957,Metalaxil,elementary,,,1
11958,Carbofuran,elementary,,,1
11959,Carboxin,elementary,,,1
11960,Nicosulfuron,elementary,,,1
11961,CYANAMIDE,elementary,,,1
11962,n-nitrosomorpholine,elementary,,,1
11963,Chloroacetic acid,elementary,,,1
11964,"2,3-DICHLOROPROPENE",elementary,,,1
11965,Carfentrazone ethyl ester,elementary,,,1
11966,diethanolamine,elementary,,,1
11967,isobutyraldehyde,elementary,,,1
11968,E-8-DODECENYL ACETAT,elementary,,,1
11969,"IMAZETHAPYR, AMMON.",elementary,,,1
11970,ZETA-CYPERMETHRIN,elementary,,,1
11971,CATECHOL,elementary,,,1
11972,Butadiene,elementary,,,1
11973,SPINETORAM,elementary,,,1
11974,Cymoxanil,elementary,,,1
11975,1-Methyl-2-pyrrolidinone,elementary,,,1
11976,Clopyralid,elementary,,,1
11977,ACIFLUORFEN-SODIUM,elementary,,,1
11978,Captan,elementary,,,1
11979,Metam-sodium,elementary,,,1
11980,bis(2-chloroethyl)ether,elementary,,,1
11981,Fenpropathrin,elementary,,,1
11982,GIBBERELLIC ACID,elementary,,,1
11983,"2,4,5-T TRIETHYLAMMONIUM SALT",elementary,,,1
11984,FENBUTATIN-OXIDE,elementary,,,1
11985,Fenarimol,elementary,,,1
11986,FENBUTATIN-OXIDE,elementary,,,1
11987,TOXAPHENE (EXAMPLE ISOMER SHOWN BELOW),elementary,,,1
11988,HCFC-225cb,elementary,,,1
11989,cumene,elementary,,,1
11990,Xylene,elementary,,,1
11991,Naled,elementary,,,1
11992,BIFENAZATE,elementary,,,1
11993,POTASSIUM BICARBON.,elementary,,,1
11994,BUTYL ISOCYANATE,elementary,,,1
11995,Sodium chloride,elementary,,,1
11996,ZOXAMIDE,elementary,,,1
11997,"Phthalate, dibutyl-",elementary,,,1
11998,"Occupation, annual crop, flooded crop",elementary,,,1
11999,CYAZOFAMID,elementary,,,1
12000,"Rhenium, in crude ore",elementary,,,1
12001,Cyfluthrin,elementary,,,1
12002,Piperonyl butoxide,elementary,,,1
12003,Dicloran,elementary,,,1
12004,COPPER OXIDE,elementary,,,1
12005,SPINETORAM-L,elementary,,,1
12006,DIETHANOLAMINE,elementary,,,1
12007,FORCHLORFENURON,elementary,,,1
12008,Acetonitrile,elementary,,,1
12009,Thiram,elementary,,,1
12010,PETROLEUM DISTILLATE,elementary,,,1
12011,Fenbuconazole,elementary,,,1
12012,SPINETORAM-J,elementary,,,1
12013,Crotonaldehyde,elementary,,,1
12014,CHLORANTRANILIPROLE,elementary,,,1
12015,Chlorimuron-ethyl,elementary,,,1
12016,Pymetrozine,elementary,,,1
12017,nickel,elementary,,,1
12018,Cypermethrin,elementary,,,1
12019,phthalic anhydride,elementary,,,1
12020,Cresol,elementary,,,1
12021,Napropamide,elementary,,,1
12022,benzal chloride,elementary,,,1
12023,DODECADIEN-1-OL,elementary,,,1
12024,PCB-15,elementary,,,1
12025,2-chloro-1-phenylethanone,elementary,,,1
12026,"Methane, dibromo-",elementary,,,1
12027,P-PHENYLENEDIAMINE,elementary,,,1
12028,nickel,elementary,,,1
12029,Chloropicrin,elementary,,,1
12030,CUPRAMMONIUM ACETATE,elementary,,,1
12031,"1,1-DICHLOROETHYLENE",elementary,,,1
12032,DIPHENYLAMINE,elementary,,,1
12033,"Phthalate, dimethyl-",elementary,,,1
12034,formaldehyde,elementary,,,1
12035,benzyl chloride,elementary,,,1
12036,Ethoprop,elementary,,,1
12037,SAFLUFENACIL,elementary,,,1
12038,Bromoform,elementary,,,1
12039,ZOXAMIDE,elementary,,,1
12040,Thiodicarb,elementary,,,1
12041,LACTOFEN,elementary,,,1
12042,Formaldehyde,elementary,,,1
12043,CHLOROPRENE,elementary,,,1
12044,CLOFENTEZINE,elementary,,,1
12045,Diuron,elementary,,,1
12046,Linuron,elementary,,,1
12047,TERT-BUTYL ALCOHOL,elementary,,,1
12048,NITRIC ACID,elementary,,,1
12049,Metsulfuron-methyl,elementary,,,1
12050,"Phthalate, dimethyl-",elementary,,,1
12051,Clethodim,elementary,,,1
12052,"NAA, SODIUM",elementary,,,1
12053,ZOXAMIDE,elementary,,,1
12054,"2,4-dimethylphenol",elementary,,,1
12055,IMAZAPIC,elementary,,,1
12056,"Ethane, 1,1,1-trichloro-, HCFC-140",elementary,,,1
12057,FLUXAPYROXAD,elementary,,,1
12058,ACETAMIPRID,elementary,,,1
12059,"Benzene, 1,2,4-trimethyl-",elementary,,,1
12060,FORCHLORFENURON,elementary,,,1
12061,FLUOPICOLIDE,elementary,,,1
12062,DICLOSULAM,elementary,,,1
12063,CFC-13,elementary,,,1
12064,FAMOXADONE,elementary,,,1
12065,methyl isobutyl ketone,elementary,,,1
12066,Maleic hydrazide,elementary,,,1
12067,MANDIPROPAMIDE TECHN,elementary,,,1
12068,PERACETIC ACID,elementary,,,1
12069,MESOSULFURON-METHYL,elementary,,,1
12070,Azoxystrobin,elementary,,,1
12071,"Ethane, hexafluoro-, HFC-116",elementary,,,1
12072,Piperonyl butoxide,elementary,,,1
12073,Flumetsulam,elementary,,,1
12074,p-cresol,elementary,,,1
12075,2-PHENOXYETHANOL,elementary,,,1
12076,DIMETHYLAMINOAZOBENZENE,elementary,,,1
12077,Bromacil,elementary,,,1
12078,Azadirachtin,elementary,,,1
12079,bromoform,elementary,,,1
12080,TOXAPHENE (EXAMPLE ISOMER SHOWN BELOW),elementary,,,1
12081,avermectin B1,elementary,,,1
12082,aluminum-phosphide,elementary,,,1
12083,OSMIUM TETROXIDE,elementary,,,1
12084,Creosol,elementary,,,1
12085,Kyanite,elementary,,,1
12086,FLUBENDIAMIDE,elementary,,,1
12087,SPIROMESIFEN,elementary,,,1
12088,"Ethanol, 2-butoxy-",elementary,,,1
12089,MALEIC ANHYDRIDE,elementary,,,1
12090,DICHLOROBENZENE,elementary,,,1
12091,Glyphosate,elementary,,,1
12092,"1H-PURIN-6-AMINE, N-(PHENYLMETHYL)-",elementary,,,1
12093,Metalaxil,elementary,,,1
12094,CYANAMIDE,elementary,,,1
12095,OXIRANEMETHANOL,elementary,,,1
12096,Dimethomorph,elementary,,,1
12097,SULFOXAFLOR,elementary,,,1
12098,Acetophenone,elementary,,,1
12099,BIS(2-CHLORO-1-METHYLETHYL) ETHER,elementary,,,1
12100,PROHEXADIONE CALCIUM,elementary,,,1
12101,PYROXASULFONE,elementary,,,1
12102,Methomyl,elementary,,,1
12103,styrene,elementary,,,1
12104,Fludioxonil,elementary,,,1
12105,STRYCHNINE,elementary,,,1
12106,Lindane,elementary,,,1
12107,Titanium,elementary,,,1
12108,Myclobutanil,elementary,,,1
12109,Chloramben,elementary,,,1
12110,GIBBERELLINS A4A7,elementary,,,1
12111,Pyrithiobac sodium salt,elementary,,,1
12112,ZIRAM,elementary,,,1
12113,KAOLIN,elementary,,,1
12114,"3,3'-Dichlorobenzidine",elementary,,,1
12115,antimony,elementary,,,1
12116,BIS (2-ETHOXY ETHYL)  ETHER,elementary,,,1
12117,N-NITROSODIPHENYLAMINE,elementary,,,1
12118,Bensulfuron methyl ester,elementary,,,1
12119,Maleic hydrazide,elementary,,,1
12120,"ethane, 1,1,2-trichloro-",elementary,,,1
12121,"Propane, perfluoro-",elementary,,,1
12122,naphthalene,elementary,,,1
12123,Fluazinam,elementary,,,1
12124,THIENCARBAZONE-METHY,elementary,,,1
12125,Tetracycline hydrochloride,elementary,,,1
12126,FLUTHIACET-METHYL,elementary,,,1
12127,"NEEM OIL, CLAR. HYD.",elementary,,,1
12128,Metribuzin,elementary,,,1
12129,PERACETIC ACID,elementary,,,1
12130,Beryllium,elementary,,,1
12131,Butanol,elementary,,,1
12132,QUINOLINE,elementary,,,1
12133,Creosol,elementary,,,1
12134,ZINC PHOSPHIDE,elementary,,,1
12135,CLOTHIANIDIN,elementary,,,1
12136,Isoxaflutole,elementary,,,1
12137,Cypermethrin,elementary,,,1
12138,COPPER HYDROXIDE,elementary,,,1
12139,DICLOSULAM,elementary,,,1
12140,PENTHIOPYRAD,elementary,,,1
12141,Ethylene glycol monoethyl ether,elementary,,,1
12142,NITROUS ACID,elementary,,,1
12143,Kresoxim-methyl,elementary,,,1
12144,"4,4'-DIAMINODIPHENYL ETHER",elementary,,,1
12145,Captan,elementary,,,1
12146,PENOXSULAM,elementary,,,1
12147,Methiocarb,elementary,,,1
12148,OXYTETRACYCLINE HYDROCHLORIDE,elementary,,,1
12149,HCFC-132b,elementary,,,1
12150,Ethylene glycol monoethyl ether,elementary,,,1
12151,Hydrazine,elementary,,,1
12152,TRIPHENYLTIN HYDROX.,elementary,,,1
12153,Z-8-DODECEN ACETATE,elementary,,,1
12154,HYDROQUINONE,elementary,,,1
12155,Dicamba,elementary,,,1
12156,Methamidophos,elementary,,,1
12157,TERT-BUTYL ALCOHOL,elementary,,,1
12158,Acetaldehyde,elementary,,,1
12159,O-ANISIDINE,elementary,,,1
12160,(4-CHLORO-2-METHYLPHENOXY)ACETIC ACID COMPD. WITH N-METHYLMETHANAMINE (1:1),elementary,,,1
12161,Zinc,elementary,,,1
12162,POTASSIUM SALTS,elementary,,,1
12163,Quinclorac,elementary,,,1
12164,FLUOPYRAM,elementary,,,1
12165,FAMOXADONE,elementary,,,1
12166,Aldicarb,elementary,,,1
12167,"Occupation, forest",elementary,,,1
12168,SPIROTETRAMAT,elementary,,,1
12169,bromine,elementary,,,1
12170,TOPRAMEZONE,elementary,,,1
12171,ZETA-CYPERMETHRIN,elementary,,,1
12172,butanol,elementary,,,1
12173,Fluazifop-p-butyl,elementary,,,1
12174,Thiobencarb,elementary,,,1
12175,TERT-BUTYL ALCOHOL,elementary,,,1
12176,"2,4-DB",elementary,,,1
12177,Dichlorvos,elementary,,,1
12178,Terbufos,elementary,,,1
12179,HYDROFLUORIC ACID,elementary,,,1
12180,PICOXYSTROBIN,elementary,,,1
12181,p-xylene,elementary,,,1
12182,FLUXAPYROXAD,elementary,,,1
12183,KAOLIN,elementary,,,1
12184,Metsulfuron-methyl,elementary,,,1
12185,Talc,elementary,,,1
12186,S-ABSCISIC ACID,elementary,,,1
12187,monochloroethane,elementary,,,1
12188,Tebuconazole,elementary,,,1
12189,Tefluthrin,elementary,,,1
12190,Metiram,elementary,,,1
12191,"Benzene, ethyl-",elementary,,,1
12192,Hydramethylnon,elementary,,,1
12193,Cerium,elementary,,,1
12194,Indoxacarb,elementary,,,1
12195,DIPHENYLAMINE,elementary,,,1
12196,Glyphosate-isopropylammonium,elementary,,,1
12197,"2,4-D, ISOPROPYL ESTER",elementary,,,1
12198,ZIRAM,elementary,,,1
12199,Dodine,elementary,,,1
12200,Glufosinate-ammonium,elementary,,,1
12201,BENSULIDE,elementary,,,1
12202,Vermiculite,elementary,,,1
12203,t-butyl methyl ether,elementary,,,1
12204,Acrolein,elementary,,,1
12205,Hexythiazox,elementary,,,1
12206,BROMOXYNIL OCTANOATE,elementary,,,1
12207,Thiram,elementary,,,1
12208,Mancozeb,elementary,,,1
12209,CROTONIC ACID,elementary,,,1
12210,CRYOLITE,elementary,,,1
12211,oryzalin,elementary,,,1
12212,Cyanide,elementary,,,1
12213,dimethyl formamide,elementary,,,1
12214,SPIRODICLOFEN,elementary,,,1
12215,FENHEXAMID,elementary,,,1
12216,POTASSIUM BICARBON.,elementary,,,1
12217,COPPER HYDROXIDE,elementary,,,1
12218,acetophenone,elementary,,,1
12219,"toluene, 2,4-dinitro-",elementary,,,1
12220,MINERAL OIL,elementary,,,1
12221,MONOCARBAMIDE DIHYD.,elementary,,,1
12222,Cadmium,elementary,,,1
12223,"Methane, dichlorodifluoro-, CFC-12",elementary,,,1
12224,nitrogen oxides,elementary,,,1
12225,Difenoconazole,elementary,,,1
12226,N-Methylolacrylamide,elementary,,,1
12227,FLUTHIACET-METHYL,elementary,,,1
12228,bromine,elementary,,,1
12229,Indoxacarb,elementary,,,1
12230,Propiconazole,elementary,,,1
12231,Asbestos,elementary,,,1
12232,FLUOPICOLIDE,elementary,,,1
12233,propylene oxide,elementary,,,1
12234,Cycloate,elementary,,,1
12235,Cyanide,elementary,,,1
12236,Quinclorac,elementary,,,1
12237,DICLOSULAM,elementary,,,1
12238,Flumioxazin,elementary,,,1
12239,hexazinone,elementary,,,1
12240,C.I. DIRECT BLUE 218,elementary,,,1
12241,CFC-115,elementary,,,1
12242,2-Nitrophenol,elementary,,,1
12243,Clopyralid,elementary,,,1
12244,POLYOXIN D ZINC SALT,elementary,,,1
12245,IMAZOSULFURON,elementary,,,1
12246,Tetrafluoroethylene (TFE),elementary,,,1
12247,Rimsulfuron,elementary,,,1
12248,carbonyl sulfide,elementary,,,1
12249,BROMOXYNIL OCTANOATE,elementary,,,1
12250,"Nickel, ion",elementary,,,1
12251,REYNOUTRIA SACHALINE,elementary,,,1
12252,"2,4-D, BUTOXYETHYL ESTER",elementary,,,1
12253,FOMESAFEN SODIUM,elementary,,,1
12254,EPTC,elementary,,,1
12255,HYDROGEN PEROXIDE,elementary,,,1
12256,FOMESAFEN SODIUM,elementary,,,1
12257,"2,4-D, ISOPROPYL ESTER",elementary,,,1
12258,BUTYL ACRYLATE,elementary,,,1
12259,AMITROLE,elementary,,,1
12260,PROTHIOCONAZOLE,elementary,,,1
12261,MANDIPROPAMIDE TECHN,elementary,,,1
12262,CLOTHIANIDIN,elementary,,,1
12263,Fludioxonil,elementary,,,1
12264,MEPIQUAT PENTABORATE,elementary,,,1
12265,Clopyralid,elementary,,,1
12266,QUINOLINE,elementary,,,1
12267,"Ethane, 1,1,1-trichloro-, HCFC-140",elementary,,,1
12268,"2,4-D, DIMETHYLAMINE SALT",elementary,,,1
12269,hydrogen chloride,elementary,,,1
12270,ETHYL CHLOROACETATE,elementary,,,1
12271,polychlorinated biphenyls,elementary,,,1
12272,TRALKOXYDIM,elementary,,,1
12273,Dinoseb,elementary,,,1
12274,Tribenuron-methyl,elementary,,,1
12275,hexachlorobenzene,elementary,,,1
12276,MALONONITRILE,elementary,,,1
12277,Fenpropathrin,elementary,,,1
12278,Azinphos-methyl,elementary,,,1
12279,"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-, CFC-113",elementary,,,1
12280,Cyanazine,elementary,,,1
12281,Acetonitrile,elementary,,,1
12282,E-8-DODECENYL ACETAT,elementary,,,1
12283,Sulfuric acid,elementary,,,1
12284,TRIFLUMIZOLE,elementary,,,1
12285,POLYOXIN D ZINC SALT,elementary,,,1
12286,diquat dibromide,elementary,,,1
12287,POTASSIUM SALTS,elementary,,,1
12288,Triforine,elementary,,,1
12289,NICOTINE,elementary,,,1
12290,MSMA,elementary,,,1
12291,Glyphosate-isopropylammonium,elementary,,,1
12292,PHTHALIC ANHYDRIDE,elementary,,,1
